Date,Time,Latitude,N/S,Longitude,E/W,Alt,Knots,m/s,Time,Distance,Velocity Regime (0.25m/s) (EMA smoothed),Miles Per Hour,MPH Regime,Acceleration,
231214,215608.8,2806.4907,N,8242.8554,W,16,12.4,6.38,0.20,494.28,6.38,14.28,14.25,-0.05,
231214,215609,2806.4902,N,8242.8557,W,15.9,12.18,6.27,0.20,495.53,6.29,14.07,14.00,-0.15,
231214,215609.2,2806.4896,N,8242.856,W,15.8,12.16,6.26,0.20,496.79,6.26,14.01,14.00,-0.17,
231214,215609.4,2806.4891,N,8242.8564,W,15.7,12.11,6.23,0.20,498.03,6.24,13.95,13.75,-0.19,
231214,215609.6,2806.4886,N,8242.8568,W,15.5,12.07,6.21,0.20,499.28,6.21,13.90,13.75,-0.19,
231214,215609.8,2806.489,N,8242.8562,W,15.3,11.99,6.17,0.20,500.51,6.18,13.82,13.75,-0.21,
231214,215610,2806.4886,N,8242.8561,W,15.1,11.92,6.13,0.20,501.74,6.14,13.74,13.50,-0.15,
231214,215610.2,2806.4885,N,8242.8562,W,15,11.88,6.11,0.20,502.96,6.12,13.69,13.50,-0.14,
231214,215610.4,2806.4883,N,8242.8563,W,15,11.82,6.08,0.20,504.18,6.09,13.62,13.50,-0.15,
231214,215610.6,2806.4881,N,8242.8567,W,14.8,11.76,6.05,0.20,505.39,6.06,13.55,13.50,-0.16,
231214,215610.8,2806.4878,N,8242.8571,W,14.7,11.7,6.02,0.20,506.60,6.03,13.48,13.25,-0.15,
231214,215611,2806.4875,N,8242.8575,W,14.6,11.66,6.00,0.20,507.80,6.00,13.43,13.25,-0.14,
231214,215611.2,2806.4872,N,8242.8579,W,14.6,11.64,5.99,0.20,509.00,5.99,13.40,13.25,-0.13,
231214,215611.4,2806.487,N,8242.8585,W,14.6,11.63,5.98,0.20,510.19,5.98,13.39,13.25,-0.10,
231214,215611.6,2806.4866,N,8242.8591,W,14.6,11.63,5.98,0.20,511.39,5.98,13.39,13.25,-0.07,
231214,215611.8,2806.4863,N,8242.8595,W,14.6,11.61,5.97,0.20,512.58,5.97,13.37,13.25,-0.05,
231214,215612,2806.4861,N,8242.8599,W,14.5,11.59,5.96,0.20,513.78,5.96,13.34,13.25,-0.04,
231214,215612.2,2806.4857,N,8242.8604,W,14.6,11.57,5.95,0.20,514.97,5.95,13.32,13.25,-0.04,
231214,215612.4,2806.4853,N,8242.8608,W,14.5,11.58,5.96,0.20,516.16,5.96,13.33,13.25,-0.03,
231214,215612.6,2806.4849,N,8242.8612,W,14.5,11.61,5.97,0.20,517.35,5.97,13.36,13.25,-0.01,
231214,215612.8,2806.4844,N,8242.8616,W,14.5,11.88,6.11,0.20,518.57,6.08,13.61,13.50,0.11,
231214,215613,2806.4838,N,8242.862,W,14.4,11.93,6.14,0.20,519.80,6.13,13.71,13.50,0.16,
231214,215613.2,2806.4833,N,8242.8624,W,14.3,11.98,6.16,0.20,521.03,6.16,13.77,13.75,0.20,
231214,215613.4,2806.4827,N,8242.8627,W,14.3,11.99,6.17,0.20,522.26,6.17,13.79,13.75,0.21,
231214,215613.6,2806.4821,N,8242.8631,W,14.3,11.98,6.16,0.20,523.49,6.16,13.79,13.75,0.19,
231214,215613.8,2806.4816,N,8242.8634,W,14.2,11.98,6.16,0.20,524.72,6.16,13.79,13.75,0.08,
231214,215614,2806.481,N,8242.8637,W,14.2,12,6.17,0.20,525.96,6.17,13.81,13.75,0.04,
231214,215614.2,2806.4804,N,8242.864,W,14.1,12,6.17,0.20,527.19,6.17,13.81,13.75,0.02,
231214,215614.4,2806.4798,N,8242.8643,W,14.1,11.99,6.17,0.20,528.43,6.17,13.80,13.75,0.00,
231214,215614.6,2806.4793,N,8242.8645,W,14.1,11.95,6.15,0.20,529.66,6.15,13.76,13.75,-0.01,
231214,215614.8,2806.4787,N,8242.8647,W,14,11.91,6.13,0.20,530.88,6.13,13.72,13.50,-0.03,
231214,215615,2806.4782,N,8242.865,W,13.9,11.86,6.10,0.20,532.10,6.11,13.66,13.50,-0.06,
231214,215615.2,2806.4776,N,8242.8652,W,13.9,11.84,6.09,0.20,533.32,6.09,13.63,13.50,-0.08,
231214,215615.4,2806.477,N,8242.8654,W,13.9,11.84,6.09,0.20,534.54,6.09,13.63,13.50,-0.08,
231214,215615.6,2806.4763,N,8242.8656,W,13.9,11.87,6.11,0.20,535.76,6.10,13.65,13.50,-0.05,
231214,215615.8,2806.4757,N,8242.8659,W,13.9,11.92,6.13,0.20,536.99,6.13,13.71,13.50,-0.01,
231214,215616,2806.475,N,8242.8661,W,13.9,11.94,6.14,0.20,538.22,6.14,13.73,13.50,0.03,
231214,215616.2,2806.4743,N,8242.8663,W,13.9,11.92,6.13,0.20,539.44,6.13,13.72,13.50,0.04,
231214,215616.4,2806.4735,N,8242.8667,W,13.8,11.73,6.03,0.20,540.65,6.05,13.54,13.50,-0.04,
231214,215616.6,2806.4728,N,8242.867,W,13.8,11.74,6.04,0.20,541.86,6.04,13.52,13.50,-0.06,
231214,215616.8,2806.4719,N,8242.8674,W,13.7,11.72,6.03,0.20,543.07,6.03,13.49,13.25,-0.09,
231214,215617,2806.4711,N,8242.8677,W,13.7,11.68,6.01,0.20,544.27,6.01,13.45,13.25,-0.13,
231214,215617.2,2806.4704,N,8242.868,W,13.5,11.65,5.99,0.20,545.47,6.00,13.42,13.25,-0.14,
231214,215617.4,2806.4697,N,8242.8682,W,13.4,11.64,5.99,0.20,546.67,5.99,13.40,13.25,-0.06,
231214,215617.6,2806.469,N,8242.8685,W,13.3,11.63,5.98,0.20,547.86,5.98,13.39,13.25,-0.06,
231214,215617.8,2806.4683,N,8242.8687,W,13.3,11.61,5.97,0.20,549.06,5.97,13.37,13.25,-0.06,
231214,215618,2806.4676,N,8242.8688,W,13.3,11.61,5.97,0.20,550.25,5.97,13.36,13.25,-0.04,
231214,215618.2,2806.4669,N,8242.8689,W,13.1,11.63,5.98,0.20,551.45,5.98,13.38,13.25,-0.02,
231214,215618.4,2806.4662,N,8242.869,W,13.1,11.67,6.00,0.20,552.65,6.00,13.42,13.25,0.01,
231214,215618.6,2806.4656,N,8242.8692,W,13,11.72,6.03,0.20,553.85,6.02,13.48,13.25,0.04,
231214,215618.8,2806.4649,N,8242.8693,W,13,11.76,6.05,0.20,555.06,6.04,13.52,13.50,0.07,
231214,215619,2806.4643,N,8242.8694,W,12.9,11.78,6.06,0.20,556.27,6.06,13.55,13.50,0.08,
231214,215619.2,2806.4637,N,8242.8696,W,12.8,11.8,6.07,0.20,557.49,6.07,13.57,13.50,0.09,
231214,215619.4,2806.463,N,8242.8698,W,12.7,11.82,6.08,0.20,558.70,6.08,13.60,13.50,0.08,
231214,215619.6,2806.4624,N,8242.8699,W,12.6,11.83,6.09,0.20,559.92,6.08,13.61,13.50,0.06,
231214,215619.8,2806.4618,N,8242.87,W,12.5,11.83,6.09,0.20,561.14,6.09,13.61,13.50,0.04,
231214,215620,2806.4611,N,8242.8701,W,12.4,11.8,6.07,0.20,562.35,6.07,13.59,13.50,0.02,
231214,215620.2,2806.4605,N,8242.8702,W,12.3,11.63,5.98,0.20,563.55,6.00,13.43,13.25,-0.07,
231214,215620.4,2806.4599,N,8242.8704,W,12.1,11.61,5.97,0.20,564.75,5.98,13.37,13.25,-0.10,
231214,215620.6,2806.4592,N,8242.8705,W,12,11.58,5.96,0.20,565.94,5.96,13.34,13.25,-0.12,
231214,215620.8,2806.4585,N,8242.8705,W,11.8,11.56,5.95,0.20,567.13,5.95,13.31,13.25,-0.14,
231214,215621,2806.4579,N,8242.8706,W,11.6,11.54,5.94,0.20,568.32,5.94,13.29,13.25,-0.13,
231214,215621.2,2806.4572,N,8242.8707,W,11.5,11.5,5.92,0.20,569.50,5.92,13.25,13.00,-0.08,
231214,215621.4,2806.4565,N,8242.8708,W,11.3,11.46,5.90,0.20,570.68,5.90,13.20,13.00,-0.08,
231214,215621.6,2806.4559,N,8242.8709,W,11.2,11.43,5.88,0.20,571.86,5.88,13.16,13.00,-0.08,
231214,215621.8,2806.4553,N,8242.8709,W,11.1,11.38,5.85,0.20,573.03,5.86,13.11,13.00,-0.09,
231214,215622,2806.4547,N,8242.871,W,10.9,11.35,5.84,0.20,574.20,5.84,13.07,13.00,-0.10,
231214,215622.2,2806.4541,N,8242.8708,W,10.8,11.32,5.82,0.20,575.36,5.83,13.04,13.00,-0.09,
231214,215622.4,2806.4535,N,8242.8707,W,10.7,11.29,5.81,0.20,576.53,5.81,13.00,13.00,-0.09,
231214,215622.6,2806.4529,N,8242.8707,W,10.5,11.28,5.80,0.20,577.69,5.80,12.99,12.75,-0.08,
231214,215622.8,2806.4522,N,8242.8707,W,10.4,11.3,5.81,0.20,578.85,5.81,13.00,13.00,-0.05,
231214,215623,2806.4515,N,8242.8708,W,10.3,11.3,5.81,0.20,580.01,5.81,13.00,13.00,-0.03,
231214,215623.2,2806.4509,N,8242.8708,W,10.2,11.27,5.80,0.20,581.17,5.80,12.98,12.75,-0.03,
231214,215623.4,2806.4504,N,8242.8708,W,10,11.08,5.70,0.20,582.32,5.72,12.80,12.75,-0.09,
231214,215623.6,2806.4498,N,8242.8709,W,9.8,11.01,5.66,0.20,583.45,5.67,12.70,12.50,-0.13,
231214,215623.8,2806.4494,N,8242.8709,W,9.6,10.8,5.56,0.20,584.57,5.58,12.48,12.25,-0.23,
231214,215624,2806.4488,N,8242.8709,W,9.5,10.8,5.56,0.20,585.68,5.56,12.44,12.25,-0.25,
231214,215624.2,2806.4481,N,8242.8709,W,9.4,10.82,5.57,0.20,586.79,5.56,12.45,12.25,-0.24,
231214,215624.4,2806.4475,N,8242.8709,W,9.3,10.89,5.60,0.20,587.91,5.59,12.52,12.50,-0.13,
231214,215624.6,2806.4469,N,8242.8709,W,9.2,10.9,5.61,0.20,589.03,5.60,12.54,12.50,-0.07,
231214,215624.8,2806.4463,N,8242.8708,W,9.2,10.9,5.61,0.20,590.15,5.61,12.54,12.50,0.03,
231214,215625,2806.4457,N,8242.8708,W,9.1,10.89,5.60,0.20,591.27,5.60,12.54,12.50,0.04,
231214,215625.2,2806.4451,N,8242.8707,W,9,10.7,5.50,0.20,592.38,5.52,12.36,12.25,-0.04,
231214,215625.4,2806.4445,N,8242.8706,W,9,10.63,5.47,0.20,593.47,5.48,12.26,12.25,-0.12,
231214,215625.6,2806.4439,N,8242.8706,W,9,10.61,5.46,0.20,594.57,5.46,12.22,12.00,-0.14,
231214,215625.8,2806.4433,N,8242.8707,W,8.8,10.54,5.42,0.20,595.65,5.43,12.15,12.00,-0.18,
231214,215626,2806.4427,N,8242.8707,W,8.7,10.34,5.32,0.20,596.72,5.34,11.95,11.75,-0.26,
231214,215626.2,2806.4421,N,8242.8707,W,8.7,10.34,5.32,0.20,597.78,5.32,11.91,11.75,-0.20,
231214,215626.4,2806.4415,N,8242.8706,W,8.6,10.29,5.29,0.20,598.84,5.30,11.86,11.75,-0.18,
231214,215626.6,2806.441,N,8242.8707,W,8.5,10.29,5.29,0.20,599.90,5.29,11.85,11.75,-0.17,
231214,215626.8,2806.4404,N,8242.8707,W,8.5,10.22,5.26,0.20,600.96,5.26,11.78,11.75,-0.17,
231214,215627,2806.4398,N,8242.8707,W,8.3,10.17,5.23,0.20,602.00,5.24,11.72,11.50,-0.10,
231214,215627.2,2806.4392,N,8242.8708,W,8.3,10.13,5.21,0.20,603.05,5.22,11.67,11.50,-0.11,
231214,215627.4,2806.4386,N,8242.8708,W,8.2,10.11,5.20,0.20,604.09,5.20,11.64,11.50,-0.10,
231214,215627.6,2806.4381,N,8242.8708,W,8.1,10.09,5.19,0.20,605.13,5.19,11.62,11.50,-0.10,
231214,215627.8,2806.4375,N,8242.8709,W,8,10.07,5.18,0.20,606.16,5.18,11.60,11.50,-0.08,
231214,215628,2806.4368,N,8242.8709,W,7.8,10.07,5.18,0.20,607.20,5.18,11.59,11.50,-0.06,
231214,215628.2,2806.4362,N,8242.871,W,7.7,10.07,5.18,0.20,608.24,5.18,11.59,11.50,-0.04,
231214,215628.4,2806.4353,N,8242.8712,W,7.6,10.06,5.17,0.20,609.27,5.18,11.58,11.50,-0.03,
231214,215628.6,2806.4345,N,8242.8714,W,7.5,10.09,5.19,0.20,610.31,5.19,11.61,11.50,-0.01,
231214,215628.8,2806.4338,N,8242.8714,W,7.5,10.27,5.28,0.20,611.36,5.26,11.78,11.75,0.08,
231214,215629,2806.4331,N,8242.8715,W,7.4,10.32,5.31,0.20,612.42,5.30,11.86,11.75,0.12,
231214,215629.2,2806.4323,N,8242.8715,W,7.4,10.4,5.35,0.20,613.49,5.34,11.95,11.75,0.16,
231214,215629.4,2806.4317,N,8242.8716,W,7.3,10.43,5.37,0.20,614.56,5.36,11.99,11.75,0.18,
231214,215629.6,2806.431,N,8242.8716,W,7.3,10.45,5.38,0.20,615.63,5.37,12.02,12.00,0.18,
231214,215629.8,2806.4305,N,8242.8717,W,7.2,10.44,5.37,0.20,616.71,5.37,12.02,12.00,0.11,
231214,215630,2806.4298,N,8242.8716,W,7.2,10.45,5.38,0.20,617.78,5.37,12.03,12.00,0.07,
231214,215630.2,2806.4293,N,8242.8716,W,7.1,10.42,5.36,0.20,618.86,5.36,12.00,11.75,0.02,
231214,215630.4,2806.4287,N,8242.8715,W,7.1,10.39,5.34,0.20,619.93,5.35,11.97,11.75,-0.01,
231214,215630.6,2806.4281,N,8242.8714,W,7.1,10.38,5.34,0.20,620.99,5.34,11.95,11.75,-0.03,
231214,215630.8,2806.4275,N,8242.8713,W,7.1,10.36,5.33,0.20,622.06,5.33,11.93,11.75,-0.04,
231214,215631,2806.4269,N,8242.8711,W,7.1,10.31,5.30,0.20,623.12,5.31,11.88,11.75,-0.07,
231214,215631.2,2806.4263,N,8242.871,W,7.1,10.26,5.28,0.20,624.18,5.28,11.82,11.75,-0.08,
231214,215631.4,2806.4258,N,8242.8709,W,7.1,10.06,5.17,0.20,625.22,5.20,11.63,11.50,-0.15,
231214,215631.6,2806.4253,N,8242.8708,W,7.1,9.81,5.05,0.20,626.23,5.08,11.36,11.25,-0.26,
231214,215631.8,2806.4248,N,8242.8707,W,7,9.76,5.02,0.20,627.24,5.03,11.26,11.25,-0.30,
231214,215632,2806.4244,N,8242.8707,W,7,9.54,4.91,0.20,628.23,4.93,11.04,11.00,-0.38,
231214,215632.2,2806.4239,N,8242.8706,W,7,9.51,4.89,0.20,629.21,4.90,10.96,10.75,-0.38,
231214,215632.4,2806.4234,N,8242.8705,W,7,9.49,4.88,0.20,630.18,4.89,10.93,10.75,-0.31,
231214,215632.6,2806.423,N,8242.8704,W,6.9,9.46,4.87,0.20,631.16,4.87,10.90,10.75,-0.21,
231214,215632.8,2806.4225,N,8242.8703,W,6.9,9.41,4.84,0.20,632.13,4.85,10.84,10.75,-0.19,
231214,215633,2806.4221,N,8242.8702,W,6.9,9.35,4.81,0.20,633.09,4.82,10.78,10.75,-0.12,
231214,215633.2,2806.4217,N,8242.8701,W,6.8,9.14,4.70,0.20,634.04,4.72,10.57,10.50,-0.18,
231214,215633.4,2806.4215,N,8242.8698,W,6.8,8.91,4.58,0.20,634.96,4.61,10.32,10.25,-0.27,
231214,215633.6,2806.4211,N,8242.8697,W,6.8,8.87,4.56,0.20,635.87,4.57,10.23,10.00,-0.30,
231214,215633.8,2806.4208,N,8242.8695,W,6.7,8.85,4.55,0.20,636.78,4.56,10.19,10.00,-0.29,
231214,215634,2806.4204,N,8242.8694,W,6.7,8.83,4.54,0.20,637.69,4.55,10.17,10.00,-0.27,
231214,215634.2,2806.42,N,8242.8693,W,6.6,8.79,4.52,0.20,638.60,4.53,10.13,10.00,-0.20,
231214,215634.4,2806.4196,N,8242.8692,W,6.6,8.77,4.51,0.20,639.50,4.51,10.10,10.00,-0.10,
231214,215634.6,2806.4194,N,8242.8692,W,6.6,8.74,4.50,0.20,640.40,4.50,10.07,10.00,-0.07,
231214,215634.8,2806.4192,N,8242.8692,W,6.5,8.68,4.46,0.20,641.29,4.47,10.01,10.00,-0.08,
231214,215635,2806.4188,N,8242.869,W,6.4,8.45,4.35,0.20,642.17,4.37,9.78,9.75,-0.17,
231214,215635.2,2806.4183,N,8242.8689,W,6.3,8.4,4.32,0.20,643.04,4.33,9.69,9.50,-0.20,
231214,215635.4,2806.418,N,8242.8688,W,6.3,8.21,4.22,0.20,643.88,4.24,9.50,9.25,-0.27,
231214,215635.6,2806.4176,N,8242.8686,W,6.2,8.14,4.19,0.20,644.72,4.20,9.39,9.25,-0.30,
231214,215635.8,2806.4172,N,8242.8685,W,6.2,8.09,4.16,0.20,645.56,4.17,9.33,9.25,-0.30,
231214,215636,2806.4168,N,8242.8684,W,6.1,8.03,4.13,0.20,646.39,4.14,9.26,9.25,-0.23,
231214,215636.2,2806.4164,N,8242.8682,W,6,7.96,4.09,0.20,647.21,4.10,9.18,9.00,-0.23,
231214,215636.4,2806.4159,N,8242.8681,W,5.9,7.72,3.97,0.20,648.01,4.00,8.94,8.75,-0.25,
231214,215636.6,2806.4155,N,8242.8681,W,5.8,7.71,3.97,0.20,648.80,3.97,8.89,8.75,-0.23,
231214,215636.8,2806.415,N,8242.8681,W,5.7,7.7,3.96,0.20,649.59,3.96,8.87,8.75,-0.21,
231214,215637,2806.4145,N,8242.8681,W,5.7,7.7,3.96,0.20,650.39,3.96,8.86,8.75,-0.18,
231214,215637.2,2806.4141,N,8242.8681,W,5.6,7.73,3.98,0.20,651.18,3.97,8.89,8.75,-0.13,
231214,215637.4,2806.4136,N,8242.8681,W,5.6,7.74,3.98,0.20,651.98,3.98,8.90,8.75,-0.02,
231214,215637.6,2806.4132,N,8242.8681,W,5.6,7.77,4.00,0.20,652.77,3.99,8.94,8.75,0.02,
231214,215637.8,2806.4127,N,8242.8682,W,5.5,7.81,4.02,0.20,653.58,4.01,8.98,8.75,0.05,
231214,215638,2806.4122,N,8242.8682,W,5.5,7.84,4.03,0.20,654.38,4.03,9.01,9.00,0.07,
231214,215638.2,2806.4117,N,8242.8683,W,5.4,7.87,4.05,0.20,655.19,4.04,9.05,9.00,0.07,
231214,215638.4,2806.4112,N,8242.8684,W,5.3,7.88,4.05,0.20,656.00,4.05,9.07,9.00,0.07,
231214,215638.6,2806.4108,N,8242.8686,W,5.3,7.88,4.05,0.20,656.81,4.05,9.07,9.00,0.06,
231214,215638.8,2806.4103,N,8242.8689,W,5.2,7.9,4.06,0.20,657.63,4.06,9.09,9.00,0.05,
231214,215639,2806.4099,N,8242.8691,W,5.2,8.33,4.28,0.20,658.47,4.24,9.49,9.25,0.21,
231214,215639.2,2806.4094,N,8242.8694,W,5.1,8.58,4.41,0.20,659.35,4.38,9.80,9.75,0.33,
231214,215639.4,2806.4091,N,8242.8698,W,5.1,8.76,4.51,0.20,660.24,4.48,10.03,10.00,0.43,
231214,215639.6,2806.4087,N,8242.8702,W,5,8.8,4.53,0.20,661.15,4.52,10.11,10.00,0.46,
231214,215639.8,2806.4084,N,8242.8706,W,4.9,8.86,4.56,0.20,662.06,4.55,10.18,10.00,0.49,
231214,215640,2806.408,N,8242.8711,W,4.7,8.92,4.59,0.20,662.97,4.58,10.25,10.00,0.34,
231214,215640.2,2806.4077,N,8242.8716,W,4.7,8.98,4.62,0.20,663.90,4.61,10.32,10.25,0.23,
231214,215640.4,2806.4075,N,8242.8721,W,4.6,9.2,4.73,0.20,664.84,4.71,10.53,10.50,0.23,
231214,215640.6,2806.4072,N,8242.8726,W,4.5,9.25,4.76,0.20,665.79,4.75,10.62,10.50,0.23,
231214,215640.8,2806.4069,N,8242.8732,W,4.4,9.42,4.85,0.20,666.75,4.83,10.80,10.75,0.28,
231214,215641,2806.4067,N,8242.8738,W,4.3,9.4,4.84,0.20,667.72,4.83,10.81,10.75,0.25,
231214,215641.2,2806.4065,N,8242.8744,W,4.2,9.4,4.84,0.20,668.69,4.83,10.82,10.75,0.22,
231214,215641.4,2806.4063,N,8242.8749,W,4.2,9.4,4.84,0.20,669.65,4.84,10.82,10.75,0.13,
231214,215641.6,2806.4062,N,8242.8755,W,4.1,9.44,4.86,0.20,670.62,4.85,10.86,10.75,0.10,
231214,215641.8,2806.4061,N,8242.8761,W,3.9,9.65,4.96,0.20,671.61,4.94,11.06,11.00,0.12,
231214,215642,2806.406,N,8242.8767,W,3.8,9.71,4.99,0.20,672.61,4.98,11.15,11.00,0.15,
231214,215642.2,2806.4058,N,8242.8772,W,3.7,9.77,5.03,0.20,673.61,5.02,11.23,11.00,0.18,
231214,215642.4,2806.4056,N,8242.8778,W,3.7,10.01,5.15,0.20,674.64,5.12,11.46,11.25,0.29,
231214,215642.6,2806.4054,N,8242.8785,W,3.6,10.02,5.15,0.20,675.67,5.15,11.52,11.50,0.30,
231214,215642.8,2806.4053,N,8242.8791,W,3.6,10.04,5.16,0.20,676.70,5.16,11.55,11.50,0.22,
231214,215643,2806.4051,N,8242.8797,W,3.5,10.09,5.19,0.20,677.74,5.18,11.60,11.50,0.20,
231214,215643.2,2806.405,N,8242.8803,W,3.5,10.14,5.22,0.20,678.78,5.21,11.66,11.50,0.19,
231214,215643.4,2806.4048,N,8242.8809,W,3.4,10.33,5.31,0.20,679.84,5.29,11.84,11.75,0.17,
231214,215643.6,2806.4047,N,8242.8816,W,3.4,10.37,5.33,0.20,680.90,5.33,11.92,11.75,0.18,
231214,215643.8,2806.4045,N,8242.8823,W,3.3,10.53,5.42,0.20,681.98,5.40,12.08,12.00,0.24,
231214,215644,2806.4042,N,8242.8829,W,3.2,10.55,5.43,0.20,683.07,5.42,12.13,12.00,0.24,
231214,215644.2,2806.404,N,8242.8836,W,3.2,10.54,5.42,0.20,684.15,5.42,12.13,12.00,0.21,
231214,215644.4,2806.4038,N,8242.8843,W,3.1,10.52,5.41,0.20,685.23,5.41,12.11,12.00,0.12,
231214,215644.6,2806.4037,N,8242.8849,W,3,10.51,5.41,0.20,686.31,5.41,12.10,12.00,0.08,
231214,215644.8,2806.4035,N,8242.8855,W,3,10.51,5.41,0.20,687.40,5.41,12.10,12.00,0.01,
231214,215645,2806.4034,N,8242.8862,W,2.9,10.5,5.40,0.20,688.48,5.40,12.09,12.00,-0.02,
231214,215645.2,2806.4032,N,8242.8868,W,2.9,10.49,5.40,0.20,689.56,5.40,12.08,12.00,-0.02,
231214,215645.4,2806.4031,N,8242.8874,W,2.8,10.49,5.40,0.20,690.64,5.40,12.07,12.00,-0.02,
231214,215645.6,2806.403,N,8242.888,W,2.8,10.47,5.39,0.20,691.71,5.39,12.05,12.00,-0.02,
231214,215645.8,2806.4029,N,8242.8887,W,2.7,10.44,5.37,0.20,692.79,5.37,12.02,12.00,-0.03,
231214,215646,2806.4029,N,8242.8893,W,2.7,10.4,5.35,0.20,693.86,5.35,11.98,11.75,-0.05,
231214,215646.2,2806.4028,N,8242.89,W,2.6,10.36,5.33,0.20,694.93,5.33,11.93,11.75,-0.06,
231214,215646.4,2806.4028,N,8242.8906,W,2.5,10.31,5.30,0.20,695.99,5.31,11.88,11.75,-0.09,
231214,215646.6,2806.4027,N,8242.8912,W,2.5,10.26,5.28,0.20,697.04,5.28,11.82,11.75,-0.10,
231214,215646.8,2806.4027,N,8242.8919,W,2.4,10.07,5.18,0.20,698.08,5.20,11.64,11.50,-0.17,
231214,215647,2806.4027,N,8242.8926,W,2.3,10.02,5.15,0.20,699.12,5.16,11.55,11.50,-0.19,
231214,215647.2,2806.4027,N,8242.8933,W,2.3,10.02,5.15,0.20,700.15,5.16,11.54,11.50,-0.18,
231214,215647.4,2806.4027,N,8242.8941,W,2.2,10.06,5.17,0.20,701.18,5.17,11.57,11.50,-0.14,
231214,215647.6,2806.4027,N,8242.8948,W,2.2,10.09,5.19,0.20,702.22,5.19,11.60,11.50,-0.10,
231214,215647.8,2806.4027,N,8242.8956,W,2.1,10.09,5.19,0.20,703.26,5.19,11.61,11.50,-0.01,
231214,215648,2806.4026,N,8242.8963,W,2.2,10.07,5.18,0.20,704.29,5.18,11.59,11.50,0.02,
231214,215648.2,2806.4026,N,8242.897,W,2.1,10.04,5.16,0.20,705.33,5.17,11.56,11.50,0.01,
231214,215648.4,2806.4025,N,8242.8977,W,2.1,9.85,5.07,0.20,706.35,5.09,11.38,11.25,-0.08,
231214,215648.6,2806.4027,N,8242.8984,W,2.1,9.88,5.08,0.20,707.36,5.08,11.37,11.25,-0.10,
231214,215648.8,2806.403,N,8242.8992,W,2.1,9.9,5.09,0.20,708.38,5.09,11.39,11.25,-0.10,
231214,215649,2806.4032,N,8242.9,W,2.1,9.87,5.08,0.20,709.40,5.08,11.37,11.25,-0.10,
231214,215649.2,2806.4034,N,8242.9007,W,2.1,9.87,5.08,0.20,710.41,5.08,11.36,11.25,-0.09,
231214,215649.4,2806.4036,N,8242.9013,W,2.1,9.9,5.09,0.20,711.43,5.09,11.39,11.25,0.00,
231214,215649.6,2806.4039,N,8242.902,W,2.1,9.91,5.10,0.20,712.45,5.10,11.40,11.25,0.01,
231214,215649.8,2806.4041,N,8242.9026,W,2.1,9.92,5.10,0.20,713.47,5.10,11.41,11.25,0.01,
231214,215650,2806.4043,N,8242.9034,W,2.1,9.94,5.11,0.20,714.49,5.11,11.43,11.25,0.03,
231214,215650.2,2806.4044,N,8242.904,W,2.1,9.95,5.12,0.20,715.51,5.12,11.45,11.25,0.04,
231214,215650.4,2806.4047,N,8242.9046,W,2,9.94,5.11,0.20,716.54,5.11,11.44,11.25,0.02,
231214,215650.6,2806.4049,N,8242.9052,W,2,9.93,5.11,0.20,717.56,5.11,11.43,11.25,0.01,
231214,215650.8,2806.4052,N,8242.9057,W,2,9.68,4.98,0.20,718.56,5.01,11.20,11.00,-0.10,
231214,215651,2806.4055,N,8242.9061,W,2,9.6,4.94,0.20,719.55,4.95,11.08,11.00,-0.16,
231214,215651.2,2806.4058,N,8242.9067,W,2,9.56,4.92,0.20,720.54,4.92,11.02,11.00,-0.19,
231214,215651.4,2806.4062,N,8242.9071,W,2,9.55,4.91,0.20,721.52,4.91,11.00,10.75,-0.20,
231214,215651.6,2806.4067,N,8242.9077,W,2.1,9.82,5.05,0.20,722.52,5.02,11.24,11.00,-0.09,
231214,215651.8,2806.4071,N,8242.9081,W,2.1,10,5.14,0.20,723.55,5.12,11.46,11.25,0.11,
231214,215652,2806.4077,N,8242.9086,W,2.1,10.04,5.16,0.20,724.58,5.16,11.54,11.50,0.20,
231214,215652.2,2806.4081,N,8242.909,W,2.1,10.09,5.19,0.20,725.61,5.18,11.60,11.50,0.26,
231214,215652.4,2806.4086,N,8242.9094,W,2.1,10.14,5.22,0.20,726.66,5.21,11.66,11.50,0.29,
231214,215652.6,2806.4091,N,8242.9097,W,2.1,10.32,5.31,0.20,727.71,5.29,11.83,11.75,0.26,
231214,215652.8,2806.4097,N,8242.9101,W,2.1,10.31,5.30,0.20,728.77,5.30,11.86,11.75,0.18,
231214,215653,2806.4101,N,8242.9104,W,2.1,10.26,5.28,0.20,729.83,5.28,11.82,11.75,0.13,
231214,215653.2,2806.4107,N,8242.9109,W,2,10.21,5.25,0.20,730.88,5.26,11.76,11.75,0.07,
231214,215653.4,2806.4112,N,8242.9113,W,2.1,10.01,5.15,0.20,731.92,5.17,11.57,11.50,-0.04,
231214,215653.6,2806.4117,N,8242.9117,W,2.2,9.97,5.13,0.20,732.94,5.14,11.49,11.25,-0.15,
231214,215653.8,2806.4121,N,8242.9123,W,2.3,10.02,5.15,0.20,733.97,5.15,11.52,11.50,-0.15,
231214,215654,2806.4125,N,8242.9128,W,2.4,10.3,5.30,0.20,735.03,5.27,11.79,11.75,-0.01,
231214,215654.2,2806.4129,N,8242.9134,W,2.5,9.97,5.13,0.20,736.06,5.16,11.54,11.50,-0.10,
